ID,mod01,mod02,mod03,mod04,c_mod,z_mod,Categ,mod01_01,mod01_02,mod01_03,mod01_04,mod01_05,c_mod1,z_mod1,mod02_01,mod02_02,mod02_03,mod02_04,mod02_05,mod02_06,mod02_07,c_mod2,z_mod2,mod03_01,mod03_02,mod03_03,mod03_04,mod03_05,mod03_06,mod03_07,c_mod3,z_mod3,mod04_01,mod04_02,mod04_03,mod04_04,mod04_05,mod04_06,c_mod4,z_mod4,Reg_hab_dens,Riv_net_disp_dist,Glac_lake_marine_dist,Time_since_glac,Surface_area,Max_depth,Secchi_depth,Prop_shield_litho,Clim_MWMT,Clim_MCMT,Clim_MSP,Clim_PAS
ID1-138,1,0,0,0,0.650887574,-1.027903427,MOD01,0,1,0,0,0,0.32,0.428234975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03195,397261.3495,25016.00647,13,38.92,8.533983542,2.533976075,0,19.72295082,-9.021311475,394,135.2786885
ID1-16,1,0,0,0,0.642857143,-1.027903427,MOD01,0,1,0,0,0,0.48,-0.44830849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018814,58629.94989,12297.94282,13,34.92,28.95458702,5.1816,0,20.0442623,-8.785245902,388.4754098,121.2295082
ID1-165,0,0,1,0,0.6484375,1.331945781,MOD03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.625,0,0,0,0,0,0,0,0,0,0.03195,60542.26207,0,11.5,3548.21,25.2971655,3.6576,0,20,-8.398360656,384.0327869,124.6393443
ID1-52,1,0,0,0,0.65625,-0.783737545,MOD01,0,1,0,0,0,0.666666667,-0.44830849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039386,1635.44128,0,12.5,427.8,3.047851265,2.04216,0,20.24262295,-7.491803279,389.4754098,113.9836066
ID1-63,1,0,0,0,0.683673469,-0.783737545,MOD01,0,1,0,0,0,0.666666667,-0.44830849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018814,94568.6566,24681.09604,13,4.47,10.3626943,6.2484,0,19.81147541,-8.957377049,393.5409836,130.2786885
ID10-111,1,0,0,0,0.665,-0.783737545,MOD01,1,0,0,0,0,0.611111111,-1.360996602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089231,40982.25096,0,11.5,202.76,24.07802499,4.138182303,0,20.71803279,-7.163934426,402.1639344,130.4262295
ID10-19,1,0,0,0,0.621527778,0.437091865,MOD01,0,0,0,1,0,0.628099174,-0.041908313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089231,5689.127122,0,11.5,231.63,8.533983542,2.377843527,0,20.61311475,-6.075409836,402.9836066,119
ID10-24,1,0,0,0,0.7,-0.783737545,MOD01,0,0,0,1,0,0.611111111,-0.522621319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089231,1121.089846,0,11.5,182.08,17.98232246,5.010456001,0,20.66885246,-5.921311475,396.3278689,113.0327869
ID10-39,1,0,0,0,0.680384088,0.681257747,MOD01,0,0,0,1,0,0.611111111,0.919517698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089231,8455.65698,0,11.5,1024.81,27.43066138,4.714384902,0,20.79344262,-6.232786885,403.6557377,116.7704918
ID10-77,1,0,0,0,0.64,-1.760401073,MOD01,0,1,0,0,0,0,-1.324851954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089231,381454.4887,0,11.5,11.88,10.05790917,2.7432,0,21.05245902,-6.601639344,401.3442623,122.4590164
ID10-95,1,0,0,0,0.62,-1.027903427,MOD01,0,1,0,0,0,0.56,-0.44830849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089231,381454.4887,0,11.5,15.71,11.27704968,3.142150374,0,20.89344262,-6.931147541,400.6885246,127.5245902
ID10000200,1,0,0,0,0.530612245,-0.051239899,MOD01,1,0,0,0,0,0.666666667,-0.809425833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032774,43812.57112,58199.01413,12.5,119.8720401,14.9352,1.475,0,22.6442623,-11.57540984,485.1147541,79.49180328
ID10000600,1,0,0,0,0.497777778,0.192925983,MOD01,1,0,0,0,0,0.58,-0.257855065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032774,54458.95599,54622.60617,12.5,99.2087729,8.8392,1.4,0,22.49180328,-11.67868852,486.147541,82.08196721
ID1000100,1,0,0,0,0.653739612,-0.051239899,MOD01,0,0,0,0,1,0.666666667,-0.525774717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017755,195387.4087,30596.16371,15,152.8741834,8.5344,1.7525,0,20.33278689,-13.86393443,485.9016393,110.9180328
ID10001200,1,0,0,0,0.378698225,0.192925983,MOD01,0,1,0,0,0,0.66,1.30477844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032774,52208.86255,57026.24491,12.5,44.53164744,13.716,2.4875,0,22.4442623,-11.73278689,485.7540984,81.73770492
ID10001900,1,0,0,0,0.5,-0.051239899,MOD01,0,1,0,0,0,0.567901235,1.30477844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032774,741432.0821,63778.31775,12.5,67.36403156,20.1168,1.95,0,22.40327869,-11.74590164,488.8688525,81.49180328
ID10004200,1,0,0,0,0.512396694,1.169589511,MOD01,1,0,0,0,0,0.693877551,0.293715703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078381,63420.82595,63036.75941,12.5,104.3766131,5.4864,0.69,0,22.3442623,-11.83278689,489.7540984,82.90163934
ID10004400,1,0,0,0,0.4609375,0.437091865,MOD01,1,0,0,0,0,0.727272727,-0.257855065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078381,67356.7059,63995.68548,12.5,115.1007921,25.6032,1.6002,0,22.36557377,-11.77704918,488.4918033,83.59016393
ID10004800,1,0,0,0,0.46,1.169589511,MOD01,1,0,0,0,0,0.704081633,0.293715703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078381,71755.22932,65024.26992,12.5,65.97595858,12.4968,0.775,0,22.3852459,-11.7704918,488.1311475,81.60655738
ID10005200,1,0,0,0,0.357142857,0.437091865,MOD01,1,0,0,0,0,0.694214876,-0.257855065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032774,85284.50239,66970.21014,12.5,37.40108012,10.9728,1.1,0,22.3704918,-11.82786885,490.8196721,80.26229508
ID10005300,1,0,0,0,0.475308642,0.681257747,MOD01,1,0,0,0,0,0.708333333,-0.809425833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078381,76002.40399,67098.06318,12.5,120.0541488,12.192,2.515,0,22.3704918,-11.80163934,489.0163934,80.52459016
ID10005900,1,0,0,0,0.588235294,0.192925983,MOD01,1,0,0,0,0,0.58,0.293715703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032774,91890.14272,64781.72201,12.5,1246.57452,11.2776,1.755,0,22.38032787,-11.85081967,490.9672131,81.31147541
ID10009500,1,0,0,0,0.21875,-0.539571663,MOD01,1,0,0,0,0,0.489795918,-0.809425833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035473,741432.0821,56322.32098,12.5,175.1602414,3.6576,0.48,0,22.35081967,-11.92459016,489.0327869,80.63934426
ID1001400,1,0,0,0,0.551111111,-0.051239899,MOD01,0,0,0,1,0,0.691358025,-1.003334325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057841,25792.87808,615.0860798,15,34.63707474,7.0104,1.3,0,19.73114754,-14.58852459,464.9672131,108.8360656
ID1001900,1,0,0,0,0.58,-1.027903427,MOD01,0,1,0,0,0,0.56,-0.44830849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024161,132572.2156,2130.22647,15,70.18469298,9.4488,1.40208,0,19.70163934,-14.58852459,464.5245902,110.3278689
ID1002300,1,0,0,0,0.586666667,-0.295405781,MOD01,0,1,0,0,0,0.65625,0.428234975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057841,32369.59539,6459.041258,15,223.993701,8.2296,4.42,0,19.7704918,-14.4,466.9180328,113.6557377
ID1003300,1,0,0,0,0.553633218,0.192925983,MOD01,1,0,0,0,0,0.7,-0.809425833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057841,19853.30182,516.0285682,15,953.1124203,6.4008,1.51125,0,19.91803279,-14.40655738,466.147541,108.4918033
ID1003400,1,0,0,0,0.544378698,-0.295405781,MOD01,0,1,0,0,0,0.65625,0.428234975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057841,28927.62827,4135.159991,15,97.14892116,3.6576,1.07,0,19.80327869,-14.40327869,466.2786885,112.4098361
ID1003600,1,0,0,0,0.544378698,-0.295405781,MOD01,0,1,0,0,0,0.65625,0.428234975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057841,31437.01776,0,15,66.33612912,21.0312,1.49352,0,19.79016393,-14.58360656,466.3606557,106.0655738
ID1003800,1,0,0,0,0.653061224,-1.516235191,MOD01,0,1,0,0,0,0.444444444,-1.324851954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057841,18309.24231,0,15,54.09033076,14.3256,2.2287,0,19.78852459,-14.56229508,466.8032787,106.6065574
ID1004000,1,0,0,0,0.64,0.192925983,MOD01,0,0,0,1,0,0.72,-1.003334325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057841,9359.974725,0,15,266.6111837,10.668,1.8288,0,19.93278689,-14.43934426,467.2295082,106.5245902
ID1004600,1,0,0,0,0.594104308,0.437091865,MOD01,0,0,0,1,0,0.727272727,-0.522621319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057841,4729.89906,0,15,68.08032578,23.7744,4.8146,0,19.79344262,-14.62459016,463.9344262,105.7704918
ID1005800,1,0,0,0,0.66,-1.272069309,MOD01,0,1,0,0,0,0.375,-0.44830849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057841,4192.015184,0,15,96.92634386,8.2296,3.2,0,19.68032787,-14.69508197,462.9672131,108.852459
ID1005900,1,0,0,0,0.561983471,-0.783737545,MOD01,0,1,0,0,0,0.444444444,0.428234975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057841,12202.48685,0,15,52.15593168,9.7536,1.8,0,19.64754098,-14.70327869,462.852459,110.1311475
ID1006200,1,0,0,0,0.658163265,0.437091865,MOD01,0,0,0,1,0,0.743801653,-0.522621319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057841,5764.853501,0,15,2463.780977,25.6032,1.2465625,0,19.95081967,-14.45409836,468.2786885,104.9672131
ID1006900,1,0,0,0,0.569444444,-0.539571663,MOD01,0,0,0,1,0,0.693877551,-1.003334325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,35725.56818,1379.936862,15,150.7212538,5.4864,1.522,1,20.04918033,-14.37704918,464.0655738,108.0163934
ID1007700,1,0,0,0,0.378698225,0.192925983,MOD01,1,0,0,0,0,0.7,-0.809425833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057841,17669.40737,0,15,174.5410718,6.4008,1.52,0,19.97213115,-14.45409836,465.8196721,105.8196721
ID1008700,1,0,0,0,0.592592593,0.192925983,MOD01,0,0,0,0,1,0.66,0.393003324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,741432.0821,13638.24176,15,168.3857977,13.716,4.27,1,20.04918033,-14.4295082,466.8032787,106
ID1008900,1,0,0,0,0.582644628,0.681257747,MOD01,0,0,0,1,0,0.694444444,-0.522621319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,42402.2394,6195.306704,15,175.0590699,35.3568,3.2,1,20.06885246,-14.36557377,463.9344262,107.2786885
ID1009100,1,0,0,0,0.54,0.681257747,MOD01,0,0,0,0,1,0.708333333,-0.525774717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,21705.58671,6574.695096,15,85.63560446,15.5448,3.15,0.897018741,20.08852459,-14.44590164,469.5737705,106.9344262
ID1009300,1,0,0,0,0.611111111,-0.051239899,MOD01,0,0,0,0,1,0.691358025,-1.444552758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,741432.0821,11322.75055,15,229.9061635,7.3152,4.725,0.768856126,20.06229508,-14.43442623,466.4918033,106.0819672
ID1009600,1,0,0,0,0.598079561,1.169589511,MOD01,0,0,0,1,0,0.734693878,-0.522621319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,38342.78167,5371.026377,15,241.8646348,14.6304,3.2,0.507861067,20.04918033,-14.36885246,464.5409836,108.4918033
ID1009900,1,0,0,0,0.570888469,0.925423629,MOD01,0,0,0,1,0,0.721893491,-0.522621319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,7907.902641,0,15,290.3419707,13.4112,2.043333334,0,20.10819672,-14.41147541,464.4262295,107.147541
ID1010200,1,0,0,0,0.599173554,0.437091865,MOD01,1,0,0,0,0,0.727272727,-0.809425833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,25079.53769,0,15,140.8631029,11.8872,4.72,0,20.08688525,-14.41967213,464.5901639,107.4590164
ID1010400,1,0,0,0,0.577777778,-0.051239899,MOD01,0,0,0,1,0,0.691358025,-1.003334325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,9109.968921,0,15,60.40343236,11.2776,2.555,0,20.11311475,-14.40655738,463.9344262,107.9016393
ID1010500,1,0,0,0,0.497777778,0.192925983,MOD01,0,0,0,1,0,0.72,-1.003334325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,23622.41654,0,15,127.2656533,4.572,1.07,0,20.08360656,-14.42131148,464.5737705,107.6557377
ID1011700,1,0,0,0,0.55401662,0.437091865,MOD01,0,1,0,0,0,0.694214876,1.30477844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,15077.20084,35.66152875,15,169.2234978,8.8392,2.6,1,20.19508197,-14.37377049,472.6229508,107.147541
ID1012000,1,0,0,0,0.602076125,-0.051239899,MOD01,0,1,0,0,0,0.617283951,1.30477844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,19600.66838,3527.063821,15,68.79662,12.192,2.1,1,20.1852459,-14.37704918,471.4590164,106.6229508
ID1012300,1,0,0,0,0.635,0.192925983,MOD01,0,0,0,1,0,0.7,-0.522621319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,29054.99804,4691.172036,15,209.6799572,7.62,1.2,0.976076696,20.21803279,-14.36229508,470.3442623,105.6229508
ID1012500,1,0,0,0,0.5696,1.169589511,MOD01,0,0,0,0,1,0.724489796,0.393003324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,24680.41878,4409.42018,15,175.3261626,18.288,6.86,1,20.20655738,-14.38196721,470.9016393,105.3278689
ID1012900,1,0,0,0,0.555,0.681257747,MOD01,1,0,0,0,0,0.708333333,-0.809425833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,15468.82003,1044.548251,15,161.902728,11.2776,2.55,1,20.1852459,-14.36885246,471.557377,107.295082
ID1013200,1,0,0,0,0.497777778,0.192925983,MOD01,0,0,0,0,1,0.7,-0.525774717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,8224.430864,0,15,57.98341008,12.8016,2.8,0.144131137,20.20491803,-14.36229508,471.7213115,107.4918033
ID1013600,1,0,0,0,0.55785124,0.925423629,MOD01,0,0,0,0,1,0.698224852,0.393003324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,13847.49009,0,15,269.5572977,11.5824,1.83,0,20.15245902,-14.51311475,459.5901639,104.442623
ID1013700,1,0,0,0,0.612244898,-0.051239899,MOD01,0,0,0,1,0,0.691358025,-1.003334325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,741432.0821,0,15,256.4899868,17.9832,4.7384,0,20.15245902,-14.52131148,459.4098361,104.6557377
ID1014200,1,0,0,0,0.682520809,0.925423629,MOD01,0,0,0,0,1,0.710059172,0.393003324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057841,33403.85557,9365.835735,15,320.567968,14.6304,3.6957,0,19.88852459,-14.95409836,456.0491803,104.3278689
ID1014600,1,0,0,0,0.624444444,1.413755393,MOD01,0,0,0,1,0,0.737777778,-0.041908313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,22473.60672,2469.504505,15,254.6446186,11.8872,1.522,1,20.19672131,-14.37704918,471.557377,105.9016393
ID1014700,1,0,0,0,0.641975309,-0.051239899,MOD01,0,0,0,1,0,0.691358025,-1.003334325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,20154.67213,0,15,338.7424163,9.4488,1.22,0,20.15901639,-14.56721311,457.5245902,104.4754098
ID1015700,1,0,0,0,0.616257089,0.681257747,MOD01,0,0,0,0,1,0.722222222,0.393003324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14814,277145.0446,10945.96101,17,257.0079849,23.7744,3.81125,0.547991668,20.3442623,-14.35901639,469.0655738,99.21311475
ID1015900,1,0,0,0,0.659320478,1.413755393,MOD01,0,0,0,0,1,0.737777778,0.393003324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,57492.63155,4568.603952,17,810.5658237,17.0688,3.58,0.455556746,20.28360656,-14.38196721,470.3606557,102.5409836
ID1016100,1,0,0,0,0.55785124,0.925423629,MOD01,0,0,0,0,1,0.721893491,-0.525774717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,16081.67783,0,17,152.016249,13.4112,3.2,1,20.27704918,-14.35081967,472.3606557,104.2131148
ID1017000,1,0,0,0,0.609418283,0.192925983,MOD01,0,0,0,1,0,0.64,-0.522621319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,19117.90368,417.9564617,17,128.1154939,10.668,2.1325,0.184316906,20.21803279,-14.3704918,473.1147541,104.7540984
ID1017600,1,0,0,0,0.597353497,0.681257747,MOD01,0,0,0,1,0,0.694444444,-0.522621319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,53592.15415,2305.923009,17,91.5804418,13.4112,4.88,0.838623677,20.23770492,-14.38196721,472.5409836,103.8032787
ID1017800,1,0,0,0,0.624444444,1.413755393,MOD01,0,0,0,0,1,0.72,1.311781365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,50684.53948,3422.563915,17,211.8935896,14.9352,3.9612,0.752461535,20.21967213,-14.38688525,472.1311475,104.1311475
ID1017900,1,0,0,0,0.630102041,1.169589511,MOD01,0,0,0,0,1,0.724489796,0.393003324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,52339.25745,3143.379352,17,85.62346388,9.7536,3.38328,0,20.23278689,-14.38852459,472.147541,103.8852459
ID1018800,1,0,0,0,0.569444444,-0.539571663,MOD01,0,1,0,0,0,0.571428571,0.428234975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,10258.02998,0,15,129.8232688,5.1816,1.37,0,20.23606557,-14.47704918,464.0655738,105.8852459
ID1020400,1,0,0,0,0.609053498,0.925423629,MOD01,1,0,0,0,0,0.733727811,-0.257855065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14814,272729.4268,12541.42313,17,296.6874472,38.1,3.2,0.888755848,20.39508197,-14.33606557,468.9836066,98.01639344
ID1020700,1,0,0,0,0.46,-0.539571663,MOD01,0,0,0,1,0,0.653061224,-1.003334325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055758,741432.0821,0,17,45.80236148,21.0312,4.3,1,20.29672131,-14.38196721,471.0655738,103.6065574
ID1021200,1,0,0,0,0.520408163,-0.051239899,MOD01,0,0,0,1,0,0.691358025,-1.003334325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126032,58733.18976,0,15,104.3563788,7.3152,0.9144,0,20.16885246,-14.70491803,456.0983607,104.0655738
ID11000900,1,0,0,0,0.580498866,0.681257747,MOD01,0,0,0,0,1,0.708333333,0.393003324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057841,60338.28836,21239.00859,15,104.4413629,21.9456,2.9718,0,20.00327869,-15.09672131,448.3770492,101.2622951
ID11002600,1,0,0,0,0.662131519,0.192925983,MOD01,0,0,0,0,1,0.64,-0.525774717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144424,13061.61374,33478.19032,13,284.2312121,13.4112,3.975,1,19.91311475,-15.22786885,448.3934426,103.0983607
ID11005300,1,0,0,0,0.595041322,0.681257747,MOD01,0,0,0,0,1,0.736111111,-0.525774717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126032,62054.18594,12143.62532,15,91.01792826,21.6408,2.745,0,20.25245902,-14.81311475,450.6229508,101.4754098
ID11006900,1,0,0,0,0.661625709,-0.051239899,MOD01,0,0,0,0,1,0.666666667,-0.525774717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057841,76688.42066,20877.4269,15,78.1853352,16.764,5.105,0,20.05081967,-15.05737705,447.5737705,101.4098361
ID11007700,1,0,0,0,0.581632653,-0.295405781,MOD01,0,0,0,1,0,0.71875,-1.003334325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198948,94544.77981,34689.97281,13,295.392452,7.0104,2.775,0,19.92131148,-15.26557377,445.3442623,100.5081967
ID11011400,1,0,0,0,0.5,-0.295405781,MOD01,0,0,0,1,0,0.71875,-1.003334325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126032,84589.25794,27698.15541,15,45.59192476,8.5344,1.1,0,20.10327869,-15.12459016,443.4754098,100.704918
ID11012000,1,0,0,0,0.6144,0.681257747,MOD01,0,0,0,0,1,0.680555556,1.311781365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198948,98303.09092,34108.95476,15,455.4295775,24.0792,3.09372,0,20.2,-15.12786885,440.1639344,99.01639344
ID11012900,1,0,0,0,0.579861111,1.169589511,MOD01,0,0,0,0,1,0.724489796,0.393003324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198948,102418.146,33224.17964,15,250.0999949,9.7536,2.205,0,20.11147541,-15.19672131,443.6557377,100.7868852
ID11014200,1,0,0,0,0.639455782,0.192925983,MOD01,0,0,0,0,1,0.7,-0.525774717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198948,94812.1153,41189.89165,13,408.2350962,35.052,4.58724,1,20.13770492,-15.20491803,438.3442623,99.2295082
ID11016700,1,0,0,0,0.701171875,0.681257747,MOD01,0,0,0,0,1,0.638888889,1.311781365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198948,104684.4047,35176.21976,15,587.4705256,22.5552,3.17654,1,20.20819672,-15.11639344,436.7704918,99.01639344
ID11017400,1,0,0,0,0.580261593,1.657921275,MOD01,0,0,0,0,1,0.7109375,2.230559406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198948,116643.2506,40081.13726,15,173.2784515,24.6888,4.3,1,20.2442623,-15.1147541,431.5901639,97.73770492
ID11017700,1,0,0,0,0.571428571,-1.272069309,MOD01,0,1,0,0,0,0.375,-0.44830849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198948,71744.33039,47618.6307,15,116.5050525,3.9624,3.354,1,20.17704918,-15.24262295,433.9836066,98.73770492
ID11019900,1,0,0,0,0.606310014,1.169589511,MOD01,0,0,0,0,1,0.704081633,1.311781365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126032,96474.1282,33344.62326,15,147.1842982,17.0688,3.885,1,20.20983607,-15.13278689,431.0491803,99.83606557
ID11020000,1,0,0,0,0.709141274,-0.539571663,MOD01,0,1,0,0,0,0.571428571,0.428234975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198948,125059.442,36335.59167,15,212.2901819,14.3256,4.75,1,20.21639344,-15.1295082,430.4262295,99.45901639
