ID,mod01,mod02,mod03,mod04,c_mod,z_mod,Categ,mod01_01,mod01_02,mod01_03,mod01_04,mod01_05,c_mod1,z_mod1,mod02_01,mod02_02,mod02_03,mod02_04,mod02_05,mod02_06,mod02_07,c_mod2,z_mod2,mod03_01,mod03_02,mod03_03,mod03_04,mod03_05,mod03_06,mod03_07,c_mod3,z_mod3,mod04_01,mod04_02,mod04_03,mod04_04,mod04_05,mod04_06,c_mod4,z_mod4,Reg_hab_dens,Riv_net_disp_dist,Glac_lake_marine_dist,Time_since_glac,Surface_area,Max_depth,Secchi_depth,Prop_shield_litho,Clim_MWMT,Clim_MCMT,Clim_MSP,Clim_PAS
IDL15244,0,0,0,1,0.367346939,1.53482676,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.776859504,-0.065852064,0.126715,394493.8871,0,11,303.5,8.2,2.3,1,17.80655738,-20.96557377,395.6885246,169.8196721
IDL15245,0,0,0,1,0.197530864,0.552258605,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6875,0.123622701,0.126715,260456.7372,0,11,11355.1,24,1.5,1,18.07868852,-21.19672131,368.1311475,158.8196721
IDL15246,0,0,0,1,0.409972299,2.517394915,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.734693878,1.596601936,0.119028,422446.3547,0,9,15796.2,23.5,1.9,0.659890539,16.55409836,-23.96721311,341.8360656,178.3770492
IDL15247,0,0,0,1,0.21875,0.224735886,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.734693878,-0.163313834,0.18767,534708.7559,0,11,100.6,13.5,2.3,1,18.40655738,-20.18032787,398.7868852,154.2459016
IDL15248,0,0,0,1,0.21875,0.224735886,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.612244898,0.123622701,0.18767,536343.2495,0,11,380.7,27.1,3,1,18.3704918,-20.16557377,400.4754098,154.3934426
IDL15249,0,0,0,1,0.272189349,1.53482676,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.743801653,1.299623267,0.181849,394926.452,0,11,743.3,27,2.7,1,18.82622951,-19.41147541,413.0819672,154.557377
IDL15250,0,0,0,1,0,-0.757832269,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.625,-1.728306065,0.179144,499574.8539,0,10,40.8,11,2.1,1,18.21967213,-19.56065574,429.0819672,179.4918033
IDL15251,0,0,0,1,0.277777778,1.207304041,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.78,0.461874073,0.18767,562064.0564,16026.47445,9.5,468.2,19.8,3.9,1,17.84754098,-20.3295082,421.9508197,188.5737705
IDL15252,0,0,0,1,0.448979592,1.207304041,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.74,1.299623267,0.181849,321296.4399,0,11,5868.2,70.1,7.9,0.91127241,18.94590164,-19.58688525,398.8032787,144.4918033
IDL15253,0,0,0,1,0.197530864,0.552258605,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.78125,0.461874073,0.179144,508238.4428,0,10,134.5,12.3,1.3,1,18.21803279,-19.48196721,431.6557377,178.6065574
IDL15254,0,0,0,1,0.244897959,-0.102786832,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.611111111,0.123622701,0.18767,531348.6434,0,11,94.8,16.2,2.7,1,18.32131148,-20.13770492,403.2131148,156.8032787
IDL15255,0,0,0,1,0,1.862349478,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.763888889,1.223231906,0.18767,587905.0734,0,10,119.3,13.5,2.5,1,17.58360656,-20.63442623,412.4098361,186.3114754
IDL15256,0,0,0,1,0.32,-0.757832269,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.375,0.696429357,0.138395,181049.5169,0,11,461.5,45.4,3.7,1,18.88360656,-19.69180328,390.9672131,140.5409836
IDL15257,0,0,0,1,0.142011834,1.862349478,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.75,-0.065852064,0.119646,311931.2797,0,11,829,33,3.1,1,18.56065574,-20.08032787,396.6557377,149.1803279
IDL15258,0,0,0,1,0,1.862349478,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.75,-0.065852064,0.119646,280924.5344,0,11,1029.7,23,2.3,1,18.49508197,-20.35901639,379.4262295,145.0163934
IDL15259,0,0,0,1,0.345679012,0.224735886,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.734693878,-0.163313834,0.18767,528638.9922,0,10,195.1,20.8,2.6,1,17.96557377,-19.95737705,426.3278689,184.4754098
IDL15260,0,0,0,1,0.244897959,-0.102786832,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.611111111,0.461874073,0.068196,156631.5575,0,11,344.1,6.3,2.6,1,18.88032787,-19.72622951,381.442623,131.9836066
IDL15261,0,0,0,1,0.197530864,0.552258605,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.59375,1.299623267,0.18767,551514.9928,0,10,34806.9,47.3,3.4,1,17.91967213,-20.24590164,414.9508197,177.7540984
IDL15262,0,0,0,1,0.244897959,1.862349478,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.763888889,-0.065852064,0.119646,264243.7344,0,11,146.7,33,3.9,1,18.76393443,-19.97377049,380.704918,136.1147541
IDL15263,0,0,0,1,0.277777778,-0.43030955,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.56,0.696429357,0.189341,689629.4117,0,10,251,3,1.8,1,17.34754098,-22.79672131,358.2295082,173.9836066
IDL15264,0,0,0,1,0,0.879781323,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.666666667,1.299623267,0.18767,468440.9376,0,11,792.4,11.6,2,1,18.28196721,-19.91639344,411.5901639,164.2622951
IDL15265,0,0,0,1,0,0.879781323,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.666666667,1.299623267,0.179144,535231.6014,9088.208017,9.5,1104,26.2,2.2,1,17.96229508,-20.01639344,427.6393443,186.9016393
IDL15266,0,0,0,1,0.375,-0.102786832,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.611111111,0.461874073,0.181849,473005.7728,0,11,398.7,25,1.3,1,18.35737705,-20.13114754,404.7704918,156.557377
IDL15267,0,0,0,1,0,0.879781323,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.641975309,1.299623267,0.181849,375825.2968,0,11,939.7,13.7,1.2,1,18.96885246,-19.20491803,416.9344262,155.0819672
IDL15268,0,0,0,1,0.2265625,2.517394915,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.734693878,1.596601936,0.126715,478287.7626,19032.61155,9.5,3121.2,12.2,1.6,1,17.6295082,-20.92295082,408.2786885,189.2459016
IDL15269,0,0,0,1,0.32,-0.757832269,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.625,-2.161391291,0.119646,326420.0115,0,11,260.4,48.5,5.4,1,18.36393443,-20.19180328,398.4262295,154.3770492
IDL15270,0,0,0,1,0.21875,0.224735886,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.571428571,1.299623267,0.18767,536682.3416,0,11,1072.8,41.2,3.1,1,18.33606557,-20.09672131,404.8196721,158.2131148
IDL15271,0,0,0,1,0,0.224735886,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.693877551,-0.815487937,0.179144,521845.4593,8197.666036,9.5,137.3,5.5,1.1,1,18.01803279,-19.88032787,428.8688525,186.3442623
IDL15272,0,0,0,1,0.197530864,0.552258605,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.75,-0.897079065,0.18767,541201.6505,0,11,675,22,3.5,1,17.95901639,-20.67213115,397.8360656,163.6885246
IDL15273,0,0,0,1,0.32,0.552258605,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.75,-0.815487937,0.119028,551927.1451,0,9,517.9,1.5,1.3,1,16.94590164,-23.39180328,352.852459,177.2131148
IDL15274,0,0,0,1,0,0.224735886,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.612244898,0.123622701,0.18767,517212.8286,0,11,379.5,7.2,1.2,1,17.97213115,-20.39836066,407.9672131,167.8032787
IDL15275,0,0,0,1,0.152777778,1.53482676,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.710743802,0.765374936,0.108932,932699.0433,0,10,1527.6,29.5,2.6,1,17.64098361,-21.73934426,378.0491803,176.3606557
IDL15276,0,0,0,1,0.402777778,0.879781323,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.765432099,1.223231906,0.18767,566920.5395,13717.66583,9.5,395.3,28.7,4.5,1,17.84754098,-20.31639344,424,189.147541
IDL15277,0,0,0,1,0,0.224735886,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.612244898,0.123622701,0.126715,503733.5225,22943.55789,9.5,829,23,1.8,1,17.62786885,-20.75901639,414.8688525,191.3278689
IDL15278,0,0,0,1,0.165289256,1.207304041,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.62,2.475623834,0.181849,388287.3244,0,11,1699.7,18.9,1.2,1,18.75081967,-19.10655738,419.5737705,157.4754098
IDL15279,0,0,0,1,0,0.552258605,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.59375,1.299623267,0.179144,457798.3111,0,10,1876.5,12.8,1.5,1,18.37213115,-19.23606557,425.557377,170.2295082
IDL15280,0,0,0,1,0,0.879781323,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.666666667,0.765374936,0.179144,498006.9135,0,10,1227.7,15.6,1.4,0,18.2295082,-19.54918033,428.0983607,179.4918033
IDL15281,0,0,0,1,0,0.879781323,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.641975309,1.299623267,0.181849,369444.4767,0,11,1227.4,22.9,0.9,1,18.96721311,-19.16065574,416.9344262,154.3114754
IDL15282,0,0,0,1,0.297520661,0.879781323,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.641975309,1.299623267,0.18767,549316.8632,7370.350032,9.5,2035.2,33.2,4,1,17.88688525,-20.19344262,421.9836066,186.3114754
IDL15283,0,0,0,1,0.165289256,1.207304041,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.78,1.223231906,0.18767,491528.5726,0,11,340.7,3.5,1.8,1,17.7704918,-20.87213115,399.2786885,169.8196721
IDL15284,0,0,0,1,0.18,0.879781323,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.740740741,-0.163313834,0.119646,301188.2809,0,11,326,63,4.6,1,18.7,-19.9147541,388.0491803,142.3934426
IDL15285,0,0,0,1,0,0.879781323,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.716049383,-0.897079065,0.126715,458277.1244,0,10,370.2,8,1.3,1,17.66229508,-21.1442623,397.5081967,184.8196721
IDL16001,0,0,0,1,0.5625,1.207304041,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.76,-0.065852064,0.172218,612203.5157,0,10,2395.7,36.6,2,0.397035419,18.7557377,-18.99508197,434.0327869,182.557377
IDL16002,0,0,0,1,0.272189349,1.53482676,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.710743802,0.765374936,0.107314,850863.3871,10251.64272,9.5,1351.3,7.6,1.7,1,17.2295082,-21.4295082,431.5081967,213.3278689
IDL16003,0,0,0,1,0.21875,0.224735886,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.734693878,-0.815487937,0.179144,549638.9349,0,10,752.7,7.5,1.7,1,18.19508197,-19.47704918,436.8196721,180.9180328
IDL16004,0,0,0,1,0.2265625,2.517394915,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.734693878,1.596601936,0.142302,686933.028,11862.16674,9,1540,14,2.6,1,17.06885246,-22.4704918,393.852459,197.7540984
IDL16005,0,0,0,1,0.24,2.189872196,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.769230769,-0.065852064,0.172218,648439.5326,0,10,1150.2,20.4,2.8,1,18.47377049,-19.07213115,437.2786885,194.0491803
IDL16006,0,0,0,1,0.21875,0.224735886,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.734693878,-0.815487937,0.179144,646653.6276,36271.93529,9.5,201.3,9,1.3,1,18.09672131,-19.9704918,439.0983607,198.6229508
IDL16007,0,0,0,1,0,0.552258605,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.75,-0.897079065,0.13077,421227.099,0,8,1663,3,1.6,1,16.06885246,-24.01967213,354.2295082,183.5901639
IDL16008,0,0,0,1,0.165289256,1.207304041,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.78,1.223231906,0.179144,624790.7401,24737.98663,9.5,84.2,4.5,2.3,1,18.38852459,-19.60983607,436.2131148,191.1639344
IDL16009,0,0,0,1,0.21875,0.224735886,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.734693878,-0.815487937,0.179144,612085.0765,16125.42816,9.5,391,7,1.8,1,18.34590164,-19.62786885,437.7704918,189.0819672
IDL16010,0,0,0,1,0,1.207304041,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.78,0.461874073,0.179144,527042.2712,0,10,606.4,13.9,0.9,1,18.2,-19.56393443,435.557377,182.8688525
IDL16011,0,0,0,1,0.142011834,1.862349478,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.763888889,1.299623267,0.192752,1005619.773,66791.88734,9.5,1487.8,27.8,2.5,1,17.77377049,-20.22622951,448.0655738,211.8852459
IDL16012,0,0,0,1,0.486111111,0.552258605,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.65625,-0.065852064,0.092582,450622.6968,0,8,1224.1,11,0.9,1,16.52622951,-23.59836066,362.442623,186.6065574
IDL16013,0,0,0,1,0.152777778,1.53482676,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.743801653,0.765374936,0.147775,669949.7434,3085.814452,8.5,901.9,10,1.6,1,16.78032787,-22.98032787,386.557377,195.4918033
IDL16014,0,0,0,1,0.32,-0.757832269,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.625,-0.815487937,0.172218,659612.116,25721.25945,9.5,54.4,29.9,3.1,1,18.21311475,-19.61311475,442.9836066,201.704918
IDL16015,0,0,0,1,0.291666667,1.207304041,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.74,-0.065852064,0.07745,797199.8664,0,9.5,3112.8,14.6,3.6,1,17.15409836,-22.00655738,423.0819672,209.147541
IDL16016,0,0,0,1,0.30449827,2.517394915,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.765306122,0.765374936,0.192752,1058501.868,77897.34078,9.5,8385.1,39.9,3.6,0.906643713,17.87377049,-20.57540984,433.9508197,204.852459
IDL16017,0,0,0,1,0.291666667,1.207304041,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.76,-0.897079065,0.160683,956934.4458,70013.99304,9.5,1383.8,14.6,2,1,17.33606557,-20.39180328,446.9836066,217.6393443
IDL16018,0,0,0,1,0.37037037,0.224735886,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.612244898,-0.065852064,0.172218,634551.4801,0,10,385.9,11,2.6,1,18.28688525,-19.40327869,439.9180328,199.9508197
IDL16019,0,0,0,1,0.34,0.552258605,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6875,0.123622701,0.081417,592395.7449,0,8.5,2547.3,1,1.1,1,16.56229508,-23.56229508,360.852459,185.8032787
IDL16020,0,0,0,1,0,-0.43030955,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.56,0.696429357,0.172218,688724.6583,37221.31043,9.5,233.7,18.1,2.4,1,17.88196721,-19.91147541,449.4262295,210.4754098
IDL16021,0,0,0,1,0,0.879781323,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.765432099,-0.897079065,0.192752,1163338.088,38893.86174,9.5,1735.3,11.9,1.9,0.552572354,17.7852459,-20.45245902,425.6393443,195.5081967
IDL16022,0,0,0,1,0,1.53482676,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.760330579,-0.065852064,0.179144,635659.9272,31403.57759,9.5,103.6,5.9,1.1,0.64965499,18.26557377,-19.81639344,437,195.0491803
IDL16023,0,0,0,1,0.44214876,3.172440352,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7421875,2.427828937,0.192752,1162846.389,42268.407,9.5,11823.2,37,4,0.788322941,17.75901639,-20.57868852,422.9508197,196.3606557
IDL16024,0,0,0,1,0,0.552258605,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.78125,-0.897079065,0.192752,1024914.144,81220.23164,9.5,2624.4,22.2,2.2,1,17.80327869,-20.62786885,437.3606557,208.3114754
IDL16026,0,0,0,1,0.132653061,2.189872196,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.769230769,-0.065852064,0.172218,633251.3187,7086.696909,9.5,1447.2,24.7,2.6,1,18.51147541,-19.37868852,435.4918033,192.852459
IDL16027,0,0,0,1,0.402777778,0.879781323,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.765432099,-0.163313834,0.07745,849757.7397,0,9.5,1071,4.5,1.7,1,17.39836066,-21.70327869,433.295082,212.442623
IDL16028,0,0,0,1,0.375,-1.085354987,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.696429357,0.107314,875512.7773,10329.75143,9.5,260.6,8.2,3.2,1,17.20655738,-21.55901639,441.1803279,218.7377049
IDL16029,0,0,0,1,0.165289256,1.207304041,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7,0.765374936,0.179144,506044.1565,0,10,615.1,5.8,1.4,1,18.60491803,-19.03770492,434.4590164,171.6721311
IDL16030,0,0,0,1,0.197530864,0.552258605,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6875,-0.065852064,0.179144,510180.2293,0,10,670.8,16.2,4.6,1,18.61803279,-18.96393443,434.7868852,170.6557377
IDL16031,0,0,0,1,0,-0.43030955,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.64,-1.052377865,0.07745,717061.5791,19806.16926,9,550.3,1.3,1.3,1,16.94098361,-22.64098361,404.6065574,204.6721311
IDL16032,0,0,0,1,0,0.552258605,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6875,0.123622701,0.192752,1198373.761,47147.43016,9.5,352.9,16.8,2.3,1,17.42459016,-21.00163934,424.9344262,202.5737705
IDL16033,0,0,0,1,0.314049587,0.879781323,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.716049383,-0.065852064,0.192752,1084839.785,57235.33416,9.5,194.3,30,3.1,1,17.86557377,-20.43934426,434.9672131,203.2622951
IDL16034,0,0,0,1,0.152777778,1.53482676,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.776859504,1.223231906,0.13077,454364.0252,0,8,1102.9,3.5,2.3,1,16.32459016,-23.8442623,360.7868852,184.6721311
IDL16036,0,1,0,0,0.49382716,0.550409294,MOD02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.649050799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179144,601144.3021,9524.306888,9.5,93.1,5.3,1.5,1,18.53606557,-19.35409836,436.3934426,186.9836066
IDL16037,0,0,0,1,0.165289256,1.207304041,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7,0.765374936,0.179144,637780.2511,43705.57078,9.5,482.2,17,3.6,0.993868168,18.13278689,-19.83442623,443.6393443,204.6557377
IDL16038,0,0,0,1,0.244897959,-0.102786832,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.666666667,0.461874073,0.172218,599100.0188,0,10,136.1,14.8,2.3,1,18.69344262,-18.91639344,434.2295082,179.147541
IDL16039,0,0,1,0,0.444444444,-1.375336402,MOD03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.453198831,0,0,0,0,0,0,0,0,0.172218,698067.6797,36890.94245,9.5,161.6,10,3.5,1,17.8557377,-19.93934426,450.0491803,211.0163934
IDL16040,0,0,0,1,0.244897959,1.862349478,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.708333333,0.765374936,0.179144,673241.7136,62871.11433,9.5,1488.6,40.9,3.7,1,17.96557377,-20.16885246,446.6229508,207.3606557
IDL16041,0,0,0,1,0,0.879781323,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.666666667,1.299623267,0.07745,933863.1669,47000.98482,9.5,779.2,19,2.1,0.680927071,17.58032787,-21.06065574,441.1639344,213.6557377
IDL16042,0,0,0,1,0.337777778,1.862349478,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.694444444,1.596601936,0.192752,1187976.421,70002.62863,9.5,12031.4,28,2.4,1,17.45245902,-21.2147541,420.9508197,204.6885246
IDL16043,0,1,0,0,0.595041322,-0.117089487,MOD02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.444444444,1.464189369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172218,660769.8107,0,10,188.4,26.8,4,0.920598726,18.78360656,-18.85245902,436,176.4590164
IDL16044,0,0,0,1,0.357142857,1.53482676,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.743801653,-0.065852064,0.179144,561859.697,0,10,163.2,10.7,2.4,1,18.7442623,-18.80163934,436.6229508,170.4262295
IDL16045,0,0,0,1,0,1.207304041,MOD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.78,0.461874073,0.192752,1031550.286,67926.34317,9.5,185.8,9.4,2.9,1,17.89672131,-20.3295082,444.3770492,208.8852459
